"TERM : 1184","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2017-2018","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","",""
"LANDSCAPE ARCHITECTURE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"520
LAND ARC","","","","","","","","","","","","","","","","","","","","",""
"LAND ARC
520","Dept. Total","225","3.529","44.0","27.1","13.3","5.8","0.9","0.4","0.9","4.4","0.4",".","",".","",".","2.7",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"520
LAND ARC","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","8","2.875","12.5","25.0","25.0","25.0",".","12.5",".",".",".",".","",".","",".",".",".",".","."
"Sophomore","","27","3.553","51.9","22.2","14.8","11.1",".",".",".",".",".",".","",".","",".",".",".",".","."
"Junior","","52","3.497","32.7","42.3","15.4","5.8","1.9",".",".",".",".",".","",".","",".","1.9",".",".","."
"Senior","","100","3.518","44.0","31.0","15.0","4.0","1.0",".","2.0",".",".",".","",".","",".","3.0",".",".","."
"Undergraduates","","187","3.491","40.6","32.6","15.5","6.4","1.1","0.5","1.1",".",".",".","",".","",".","2.1",".",".","."
"Special","","7","3.550","28.6",".",".","14.3",".",".",".","42.9","14.3",".","",".","",".",".",".",".","."
"Graduate","","31","3.944","67.7",".","3.2",".",".",".",".","22.6",".",".","",".","",".","6.5",".",".","."
"","Dept. Total","225","3.529","44.0","27.1","13.3","5.8","0.9","0.4","0.9","4.4","0.4",".","",".","",".","2.7",".",".","."
