"MED","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ANESTHESIOLOGY","Section","#","","Ave","A","AB","B","BC","","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"148
ANESTHES","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ANESTHES
148","Dept. Total","","92","3.702","62.0","15.2","22.8","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"148
ANESTHES","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","","1","***","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Senior","","","2","***","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Undergraduates","","","3","***","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Graduate","","","1","***","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","11","4.000","100.0",".",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","77","3.576","54.5","18.2","27.3","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","88","3.674","60.2","15.9","23.9","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","92","3.702","62.0","15.2","22.8","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
