"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","",""
"PHYSICAL THERAPY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"745
PHY THER","","","","","","","","","","","","","","","","","","","",""
"Principles-Pro Practice&Adm","512
001","","40","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Foundations of PT Intervention","534
001","","39","3.628","30.8","64.1","5.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","540
001","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","540
002","","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Psychosoc Aspects of Hlth Care","Course Total","","40","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Practice Issues in PT","543
001","","40","3.966","70.0",".","2.5",".",".",".",".",".",".",".",".",".","27.5",".",".","."
"Cl Decision Mkng:Neuromus Mech","628
001","","39","3.449","25.6","41.0","30.8","2.6",".",".",".",".",".",".",".",".",".",".",".","."
"Motor Control Dysfunction II","636
002","","40","3.675","42.5","50.0","7.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Scientific Inquiry-Phy Ther","640
001","","39","3.577","33.3","48.7","17.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","642
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","642
004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research Practicum","Course Total","","2","***","","","","","","","","","","","","","","","",""
"Current Iss in Rehab Rsch II","643
001","","40","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Clinical Medicine II","665
001","","39","3.551","15.4","79.5","5.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Musculoskeletal Dysfunction II","677
002","","40","3.738","52.5","42.5","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Clinical Internship I","700
001","","39","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Clinical Internship V","704
001","","39","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Clinical Internship VI","705
001","","39","",".",".",".",".",".",".",".",".",".","97.4",".",".",".",".",".","."
"IP Public Health Leadership","758
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","799
004","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","799
005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","799
007","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","799
008","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","799
009","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
