"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"HISTORY OF SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"456
HIST SCI","","","","","","","","","","","","","","","","","","",""
"Biology & Society, 1950-Today","133
001","116","3.506","22.4","37.9","6.9","6.0","0.9",".",".","0.9",".",".",".",".",".",".","25.0","."
"Making of Modern Science","202
001","133","3.724","50.4","29.3","4.5","2.3","0.8",".",".","12.8",".",".",".",".",".",".",".","."
"Sci, Med, & Race: A History","275
001","13","3.500","61.5","23.1","7.7",".",".",".","7.7",".",".",".",".",".",".",".",".","."
"Ancient & Medieval Science","322
001","7","3.286","57.1","28.6",".",".",".",".","14.3",".",".",".",".",".",".",".",".","."
"Spec Topics-Hist of Science","350
001","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"History of Pharmacy","401
001","12","3.792","83.3","8.3",".",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"History of Mathematics","473
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Health, Disease&Healing II","508
001","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Undergrad Smr-Hist of Sci","555
001","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Smr: History of Technology","907
001","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Grad Studies-Medical Hist","919
001","8","4.000","75.0",".",".",".",".",".",".",".",".",".",".",".","25.0",".",".","."
"","990
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
006","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
016","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","7","",".",".",".",".",".",".",".","85.7",".",".",".","14.3",".",".",".","."
"Independent Work","999
013","2","***","","","","","","","","","",".",".",".",".",".",".","."
"HIST SCI
456","Dept. Total","334","3.657","45.8","27.5","4.5","3.0","0.9",".","0.9","7.8",".",".",".","0.3","0.6",".","8.7","."
