"MED","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHYSICAL THERAPY","Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"745
PHY THER","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHY THER
745","Dept. Total","539","3.676","38.6","24.7","5.4","0.2","",".","",".","",".","",".","",".","28.9","",".","",".","2.0",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"745
PHY THER","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","2","***","","","","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Senior","","1","***","","","","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Undergraduates","","3","***","","","","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Prof Yr 1","","242","3.583","36.4","37.6","9.5","0.4","",".","",".","",".","",".","",".","16.1","",".","",".",".",".",".","."
"Prof Yr 2","","216","3.778","54.2","19.4","2.8",".","",".","",".","",".","",".","",".","18.5","",".","",".","5.1",".",".","."
"Prof Yr 3","","78","",".",".",".",".","",".","",".","",".","",".","",".","98.7","",".","",".",".",".",".","."
"Professionals","","536","3.675","38.2","24.8","5.4","0.2","",".","",".","",".","",".","",".","29.1","",".","",".","2.1",".",".","."
"","Dept. Total","539","3.676","38.6","24.7","5.4","0.2","",".","",".","",".","",".","",".","28.9","",".","",".","2.0",".",".","."
