"TERM : 1184","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2017-2018","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EMERGENCY MEDICINE","","Section
#","Ave","A","AB","B","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"330","EMER MED","","","","","","","","","","","","","","","","","","","","","","","","",""
"330","EMER MED","90
Dept. Total","3.717","30.0","26.7","3.3","",".","",".","",".","",".","37.8","",".",".","",".","",".","1.1",".","1.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"330","EMER MED","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Senior","2","***","","","","","","","","","","","","","","",".","",".","",".",".",".",".","."
