"TERM : 1184","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2017-2018","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RADIOLOGY","","Section
#","Ave","A","AB","B","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"832","RADIOL","","","","","","","","","","","","","","","","","","","","","","","","","",""
"832","RADIOL","65
Dept. Total","3.936","38.5","1.5","1.5","",".","",".","",".","",".","58.5","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"832","RADIOL","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Senior","3","***","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
