"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","",""
"SURGERY","Section","#","Ave","A","AB","B","BC","","C","","D","","F","","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"936
SURGERY","","","","","","","","","","","","","","","","","","","","","","","",""
"948","007","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"948","009","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"948","041","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Otolaryngology Clerk-CSC","Course Total","4","***","","","","","","","","","","","","","","","","","","","","",""
"954
Periph Vasculr Clrk-CSC/VAH","041","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"956","001","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"956","005","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Plastc&RecnstrSurgClerk-CSC","Course Total","3","***","","","","","","","","","","","","","","","","","","","","",""
"960
Transplantation Clerk-CSC","043","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"963
Cardiac Surg Clerkship-CSC","001","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"967","001","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"967","002","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"967","005","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Urology Clerkship-CSC","Course Total","4","***","","","","","","","","","","","","","","","","","","","","",""
"973
Opt. Value, Quality and Safety","006","3","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"974
Patient Ed. as Advocacy Strat.","006","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"SURGERY
936","Dept. Total","94","3.954","83.0","5.3","1.1","",".","",".","",".","",".","9.6","",".",".",".",".",".",".","1.1","."
