"SURGICAL SCIENCES","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","CR","N","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"938
SURG SCI","","","","","","","","","","","","","","","","","","","","","",""
"Externship","Course Total","57","",".",".",".",".",".",".","",".","100.0",".",".",".","",".","",".",".",".","."
"SURG SCI
938","Dept. Total","1146","3.473","32.6","9.3","11.9","2.3","2.3","0.3","",".","41.1",".",".",".","",".","",".",".","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","CR","N","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"938
SURG SCI","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","1","4.000","100.0",".",".",".",".",".","",".",".",".",".",".","",".","",".",".",".","."
"Senior","","1","4.000","100.0",".",".",".",".",".","",".",".",".",".",".","",".","",".",".",".","."
"Undergraduates","","2","4.000","100.0",".",".",".",".",".","",".",".",".",".",".","",".","",".",".",".","."
"Prof Yr 1","","44","4.000","29.5",".",".",".",".",".","",".","70.5",".",".",".","",".","",".",".",".","."
"Prof Yr 2","","146","3.525","40.4","24.0","31.5","2.7","1.4",".","",".",".",".",".",".","",".","",".",".",".","."
"Prof Yr 3","","541","3.224","22.7","13.3","16.6","4.1","4.4","0.6","",".","38.3",".",".",".","",".","",".",".",".","."
"Prof Yr 4","","413","4.000","42.9",".",".",".",".",".","",".","56.4",".",".",".","",".","",".",".","0.7","."
"Professionals","","1144","3.471","32.5","9.4","11.9","2.3","2.3","0.3","",".","41.2",".",".",".","",".","",".",".","0.3","."
"","Dept. Total","1146","3.473","32.6","9.3","11.9","2.3","2.3","0.3","",".","41.1",".",".",".","",".","",".",".","0.3","."
