"SURGERY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"936
SURGERY","","","","","","","","","","","","","","","","","","","",""
"699","052","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","102","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","113","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","114","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","118","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","126","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","127","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","132","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","140","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","141","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","143","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","146","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","148","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","149","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","151","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","152","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","153","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","154","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","155","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","156","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","157","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","158","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","159","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","42","3.941","83.3","9.5","2.4",".",".",".",".",".",".",".",".",".","4.8",".",".","."
"799
Ind Reading & Research","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"812
Third Year Surgery","081","","28","3.607","32.1","57.1","10.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"910","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"910","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"910","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"910","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"910","041","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"910","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Indep Rdg & Rsch-4th Yr Med","Course Total","","9","3.900","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"919","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"919","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Individualized 4th Yr Clerk","Course Total","","4","***","","","","","","","","","","","","","","","",""
"921","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"921","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"921","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"921","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"921","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"921","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Gen Surg Clerkship-Meriter","Course Total","","8","3.625","37.5","50.0","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"923","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"June 23, 2011","","","","","","","","","","","","","","","","","","","Page 379 of 403",""
