"PHYSICAL THERAPY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"745
PHY THER","","","","","","","","","","","","","","","","","","","",""
"Principles-Pro Practice&Adm","512
001","","38","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Foundations of PT Intervention","534
001","","41","3.756","53.7","43.9","2.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","540
001","","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","540
002","","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Psychosoc Aspects of Hlth Care","Course Total","","41","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","542
001","","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","542
002","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Med Ethics,Jurisprudence,Regs","Course Total","","38","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Physical Therapy Externship","601
001","","39","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Cl Decision Mkng:Neuromus Mech","628
001","","41","3.512","29.3","43.9","26.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Motor Control Dysfunction II","636
001","","38","3.697","42.1","55.3","2.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Scientific Inquiry-Phy Ther","640
001","","41","3.768","56.1","41.5","2.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","642
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","642
002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research Practicum","Course Total","","2","***","","","","","","","","","","","","","","","",""
"Current Iss in Rehab Rsch II","643
001","","38","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Clinical Medicine II","665
001","","41","3.488","12.2","73.2","14.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Musculoskeletal Dysfunction II","677
001","","38","3.684","44.7","47.4","7.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Clinical Internship I","700
001","","41","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Clinical Internship V","704
001","","39","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","799
001","","8","3.688","37.5","62.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","799
003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","799
006","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","12","3.792","58.3","41.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"PHY THER
745","Dept. Total","","528","3.700","41.9","24.1","4.4",".",".",".",".",".",".","29.7",".",".",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"745
PHY THER","","","","","","","","","","","","","","","","","","","",""
"Junior","","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior","","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","","2","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 1","","","253","3.638","42.3","34.0","7.5",".",".",".",".",".",".","16.2",".",".",".",".",".","."
"Prof Yr 2","","","195","3.779","57.4","21.0","2.1",".",".",".",".",".",".","19.5",".",".",".",".",".","."
"Prof Yr 3","","","78","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Professionals","","","526","3.699","41.6","24.1","4.4",".",".",".",".",".",".","29.8",".",".",".",".",".","."
"","Dept. Total","","528","3.700","41.9","24.1","4.4",".",".",".",".",".",".","29.7",".",".",".",".",".","."
