"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"939
THER SCI","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Health Care: Intrdis Appr","105
001","","13","3.885","92.3",".","",".","7.7","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Directed Study","699
012","","1","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"THER SCI
939","Dept. Total","","14","3.845","85.7","7.1","",".","7.1","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"939
THER SCI","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","3","3.500","66.7",".","",".","33.3","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","2","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","3","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","6","3.885","83.3","16.7","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","14","3.845","85.7","7.1","",".","7.1","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","14","3.845","85.7","7.1","",".","7.1","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
