"Chaucer's Canterbury Tales","367
001","","3","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Topics in Medieval Art","415
001","","1","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Old Spanish","541
001","","1","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Byzantine Med & Pharmacy","562
001","","2","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"MEDIEVAL
633","Dept. Total","","38","3.277","28.9","21.1","28.9","10.5","7.9","",".","",".","2.6","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"633
MEDIEVAL","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","3","3.000",".",".","100.0",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","12","3.333","33.3","25.0","25.0","8.3","8.3","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","20","3.224","25.0","25.0","20.0","15.0","10.0","",".","",".","5.0","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","35","3.243","25.7","22.9","28.6","11.4","8.6","",".","",".","2.9","",".",".","",".","",".","",".",".",".","."
"Special","","","1","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","2","3.500","50.0",".","50.0",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","38","3.277","28.9","21.1","28.9","10.5","7.9","",".","",".","2.6","",".",".","",".","",".","",".",".",".","."
