"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"ECONOMICS","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"296
ECON","","","","","","","","","","","","","","","","","","","",""
"Urban Transport Economics","478","001","23","3.065","17.4","21.7","21.7","34.8","4.3",".",".",".",".",".",".",".",".",".",".","."
"Game Theory & Economic Anal","521","001","67","3.291","26.9","20.9","41.8","4.5","6.0",".",".",".",".",".",".",".",".",".",".","."
"Law and Economics","522","001","120","3.097","20.8","23.3","30.0","12.5","9.2","2.5","0.8",".",".",".",".",".",".",".",".","0.8"
"Economics of Education","525","001","19","3.632","57.9","31.6","5.3",".",".","5.3",".",".",".",".",".",".",".",".",".","."
"Economics of Health Care","548","001","39","3.026","10.3","17.9","41.0","28.2","2.6",".",".",".",".",".",".",".",".",".",".","."
"Honors-Research Proj Design","580","001","12","3.875","83.3","8.3","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","581","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","581","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Honors Thesis","","Course Total","2","***","","","","","","","","","","","","","","","",""
"Issues-International Finance","666","001","32","3.194","37.5","18.8","15.6","6.3","12.5","6.3",".","3.1",".",".",".",".",".",".",".","."
"Energy Economics","671","001","18","3.639","55.6","16.7","27.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","682","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","682","007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","","Course Total","2","***","","","","","","","","","","","","","","","",""
"","699","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","010","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","012","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","014","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","","Course Total","4","***","","","","","","","","","","","","","","","",""
"Econ Stats & Econometrics 2","710","001","57","3.388","22.8","35.1","36.8","3.5",".",".",".",".",".",".",".",".",".","1.8",".","."
"","713","001","32","3.161","15.6","15.6","50.0","15.6",".",".",".","3.1",".",".",".",".",".",".",".","."
"","713","002","18","3.250","16.7","11.1","61.1",".",".",".",".","11.1",".",".",".",".",".",".",".","."
"Thry: Microeconomics Seqnce","","Course Total","50","3.191","16.0","14.0","54.0","10.0",".",".",".","6.0",".",".",".",".",".",".",".","."
"","714","001","19","3.237","26.3","10.5","47.4","15.8",".",".",".",".",".",".",".",".",".",".",".","."
"","714","002","28","3.232","10.7","32.1","50.0","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"Thry: Macroeconomics Seqnce","","Course Total","47","3.234","17.0","23.4","48.9","10.6",".",".",".",".",".",".",".",".",".",".",".","."
"Topics-Applied Econometrics","718","001","15","3.433","20.0","46.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Public Finance & Fiscal Pol","742","001","15","3.615","40.0","26.7","20.0",".",".",".",".",".",".",".",".",".","6.7",".","6.7","."
"Institutn Aspect-Labor Econ","751","001","15","3.577","26.7","46.7","13.3",".",".",".",".","13.3",".",".",".",".",".",".",".","."
"Industrial Organizat Theory","761","001","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Microeconomic Theory II","806","001","10","3.688","40.0","30.0","10.0",".",".",".",".","20.0",".",".",".",".",".",".",".","."
"Appl Macroeconometric Anal","836","001","16","3.571","37.5","25.0","25.0",".",".",".",".",".",".",".",".",".","6.3",".","6.3","."
"Health Economics","848","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv International Economics","872","001","11","3.300","27.3","54.5",".",".",".",".","9.1",".",".",".",".",".","9.1",".",".","."
"Workshop in Economic Theory","902","001","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Wrkshp-Industrl Organizatn","904","001","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Workshop in Econometrics","914","001","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Workshop in Labor Economics","956","001","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Quantitatve Macro-Econ Anal","966","001","30","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Workshop - Public Economics","969","001","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","990","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"June 23, 2011","","","","","","","","","","","","","","","","","","","Page 199 of 403",""
