"OPHTHALMOLOGY AND VISUAL  Section","","#","Ave","A","AB","","B","","BC","C","","D","","F","","S","","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"702
OPHTHALM","","","","","","","","","","","","","","","","","","","","","","","","",""
"699","001","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","294","3","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","295","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","298","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","299","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","7","4.000","100.0","",".","",".",".","",".","",".","",".","",".",".",".",".",".",".",".",".","."
"919","003","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"919","007","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"919","008","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"919","042","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Indiv 4th Yr Clin Clerkship","Course Total","4","***","","","","","","","","","","","","","","","","","","","","","",""
"OPHTHALM
702","Dept. Total","11","4.000","100.0","",".","",".",".","",".","",".","",".","",".",".",".",".",".",".",".",".","."
"Summary by Level","","#","Ave","A","AB","","B","","BC","C","","D","","F","","S","","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"702
OPHTHALM","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","1","4.000","100.0","",".","",".",".","",".","",".","",".","",".",".",".",".",".",".",".",".","."
"Junior","","3","4.000","100.0","",".","",".",".","",".","",".","",".","",".",".",".",".",".",".",".",".","."
"Senior","","3","4.000","100.0","",".","",".",".","",".","",".","",".","",".",".",".",".",".",".",".",".","."
"Undergraduates","","7","4.000","100.0","",".","",".",".","",".","",".","",".","",".",".",".",".",".",".",".",".","."
"Prof Yr 4","","4","4.000","100.0","",".","",".",".","",".","",".","",".","",".",".",".",".",".",".",".",".","."
"Professionals","","4","4.000","100.0","",".","",".",".","",".","",".","",".","",".",".",".",".",".",".",".",".","."
"","Dept. Total","11","4.000","100.0","",".","",".",".","",".","",".","",".","",".",".",".",".",".",".",".",".","."
