"NURSING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"692
NURSING","","","","","","","","","","","","","","","","","","","",""
"Clin Precptrshp-Nurse Prac I","Course Total","","31","3.854","80.6","16.1","3.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"614
Clin Precptrshp-Nurse Prac II","041","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"615","010","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"615","011","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"615","020","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"615","021","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"615","023","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"615","030","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"615","050","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"615","060","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Clin Precptrshp-Nurse Prac III","Course Total","","38","3.902","97.4",".",".",".",".","2.6",".",".",".",".",".",".",".",".",".","."
"616","030","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"616","050","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Clin Precptrshp-Nurse Prac IV","Course Total","","2","***","","","","","","","","","","","","","","","",""
"682","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"682","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","018","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"682","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","054","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"682","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","078","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","080","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"698","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"698","049","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"698","068","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"698","074","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"698","084","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"698","090","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"698","097","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study in Nursing","Course Total","","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"699","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","068","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","078","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","094","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study in Nursing","Course Total","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"701
Interpretv Rsch-Health Care","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"715","010","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"715","020","","16","3.969","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"715","030","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"715","050","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"June 23, 2011","","","","","","","","","","","","","","","","","","","Page 385 of 403",""
