"TERM : 1114","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2010-2011","","","","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHYSICIAN ASSISTANT PROGR","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"750
PHY ASST","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHY ASST
750","Dept. Total","410","3.684","45.4","31.2","5.9","1.5","0.5","",".","",".","",".","",".","15.6","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"750
PHY ASST","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","","143","3.766","62.2","21.7","6.3","2.1","0.7","",".","",".","",".","",".","7.0","",".","",".","",".",".",".","."
"Undergraduates","","143","3.766","62.2","21.7","6.3","2.1","0.7","",".","",".","",".","",".","7.0","",".","",".","",".",".",".","."
"Prof Yr 1","","267","3.596","36.3","36.3","5.6","1.1","0.4","",".","",".","",".","",".","20.2","",".","",".","",".",".",".","."
"Professionals","","267","3.596","36.3","36.3","5.6","1.1","0.4","",".","",".","",".","",".","20.2","",".","",".","",".",".",".","."
"","Dept. Total","410","3.684","45.4","31.2","5.9","1.5","0.5","",".","",".","",".","",".","15.6","",".","",".","",".",".",".","."
