"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","",""
"MEDICAL SCIENCES - MED SCH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"622
MED SC-M","","","","","","","","","","","","","","","","","","",""
"Integrated Hematology System","703
001","164","3.329","29.9","18.3","42.1","7.3","2.4",".",".",".",".",".",".",".",".",".",".","."
"Integ Gastro & Hepatic Systms","707
001","162","3.370","25.3","25.9","46.3","2.5",".",".",".",".",".",".",".",".",".",".",".","."
"Endocrinology&Reproductive Hth","711
001","166","3.409","30.1","25.3","40.4","3.0","0.6",".",".",".",".",".",".",".",".",".",".","0.6"
"Integrated Musculoskeletal Sys","728
001","162","3.478","38.3","21.0","37.7","2.5",".",".",".",".",".",".",".",".",".",".",".","0.6"
"Integrated Neurosciences","729
001","160","3.275","15.6","38.1","34.4","9.4","2.5",".",".",".",".",".",".",".",".",".",".","."
"Anatomy of the Head and Neck","731
001","168","",".",".",".",".",".",".",".","98.2",".",".",".",".",".",".",".","1.8"
"Med Spanish for Hlth Sci Stdts","735
001","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Overview of Rural Health","740
001","37","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Foundations of Medicine 3","757
001","167","3.497","33.5","32.9","32.9","0.6",".",".",".",".",".",".",".",".",".",".",".","."
"Foundations of Medicine 4","759
001","166","3.461","42.8","12.0","38.6","6.0",".",".",".",".",".",".",".",".",".",".",".","0.6"
"Patient, Doctor & Society 2","801
001","168","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Patient, Doctor & Society 4","807
001","163","3.888","76.7","16.6","2.5",".",".",".",".",".",".",".",".",".","4.3",".",".","."
"MED SC-M
622","Dept. Total","1698","3.461","28.2","18.3","26.5","3.0","0.5",".",".","21.8",".","0.9",".",".","0.4",".",".","0.4"
