"NURSING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"692
NURSING","","","","","","","","","","","","","","","","","","","",""
"Preventn&Mgmt-Hlth Probs I","Course Total","","29","3.966","93.1","6.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"716
Preventn&Mgmt-Hlth Probs II","041","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"717","010","","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"717","050","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Preventn&Mgmt-Hlth Probs III","Course Total","","13","3.957","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"719","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","096","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Indep Field Stdy-Clinic Nsg","Course Total","","7","4.000","57.1",".",".",".",".",".",".","42.9",".",".",".",".",".",".",".","."
"747","001","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"747","054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Practicum-A Functional Area","Course Total","","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"753
Adv Prac Nurs-Com Mentl Disord","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"761
Health Prgm Planning, Eval, QI","001","","24","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"798","010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"798","016","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"798","018","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"798","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"798","038","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"798","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"798","053","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"798","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"798","068","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"798","078","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research Practicum","Course Total","","21","4.000","9.5",".",".",".",".",".",".","90.5",".",".",".",".",".",".",".","."
"799","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","078","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","082","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","094","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","9","4.000","77.8",".",".",".",".",".",".","22.2",".",".",".",".",".",".",".","."
"802
Ethics & Conduct of Research","001","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"804
Adv Rsch Design & Methods II","001","","6","3.800","66.7",".","16.7",".",".",".",".",".",".",".",".",".","16.7",".",".","."
"805
Measurement in Health Research","001","","11","3.909","90.9",".","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"806
Eval & App Evidence-Based Prac","001","","15","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"816
Proseminar in Nursing Research","001","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"June 23, 2011","","","","","","","","","","","","","","","","","","","Page 386 of 403",""
