"","","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT","","","","",""
"","","","","","","","","","","","","RUN DATE:","2/27/2015"
"","","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","","RUN TIME:","3:56:25PM"
"","","","","","","","","Office of the Registrar","","","","",""
"","SUBJECT: PHARMACY (726)","","","","","","","","","","","",""
"TERM:","1154","","","","","","","","","","","",""
"","","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"PHARMACY","","","","","","","","","","","","",""
"A1
 608
LEC","001","1","13:20 - 14:10","M","T","R","0034 2006","140","139","0004432337","MICHELLE CHUI","",""
"A1
 640
LEC","001","1","13:20 - 15:15","","W","","0034 2006","","44","0004109647","STEVEN OAKES","",""
"A1
 640
LEC","001","1","13:20 - 15:15","","W","","0034 2006","","44","0003851503","ORLY VARDENY","",""
"A1
 640
LEC","001","1","13:20 - 15:15","","W","","0034 2006","","44","0004401402","PAUL MARKER","",""
"","","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
