"MED","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHYSICAL THERAPY","Section","#","Ave","A","AB","B","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"745
PHY THER","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"745
PHY THER","Dept. Total","533","3.705","42.8","25.9","2.6","",".","",".","",".","",".","0.2","",".","28.5","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"745
PHY THER","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","","2","***","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Undergraduates","","2","***","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Special","","1","***","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Prof Yr 1","","223","3.648","38.1","42.2","3.1","",".","",".","",".","",".",".","",".","16.6","",".","",".","",".",".",".","."
"Prof Yr 2","","230","3.760","60.9","19.1","3.0","",".","",".","",".","",".",".","",".","17.0","",".","",".","",".",".",".","."
"Prof Yr 3","","77","4.000","1.3",".",".","",".","",".","",".","",".",".","",".","98.7","",".","",".","",".",".",".","."
"Professionals","","530","3.704","42.6","26.0","2.6","",".","",".","",".","",".",".","",".","28.7","",".","",".","",".",".",".","."
"","Dept. Total","533","3.705","42.8","25.9","2.6","",".","",".","",".","",".","0.2","",".","28.5","",".","",".","",".",".",".","."
