"TERM : 1244","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2023-2024","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","","","","","",""
"","RISK MANAGEMENT AND INSUR Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"241","R M I","","","","","","","","","","","","","","","","","","","","","",""
"241","R M I","Dept. Total
446","3.365","44.2","16.6","22.0","7.2","5.8","2.5","",".","1.3","",".",".","",".","0.4","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"241","R M I","","","","","","","","","","","","","","","","","","","","","",""
"","Freshmen","1","***","","","","","","","","","","","",".","",".",".","",".",".",".","."
