"TERM : 1244","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2023-2024","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","MEDICAL SCIENCES - MED SCH Section","#","Ave","A","","AB","","B","","BC","","C","","D","","F","","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"622","MED SC-M","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"622","MED SC-M","Dept. Total
719","","",".","",".","",".","",".","",".","",".","",".","97.6","0.6",".","",".","",".","0.3",".",".","1.5"
"Summary by Level","","#","Ave","A","","AB","","B","","BC","","C","","D","","F","","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"622","MED SC-M","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Graduate","1","***","","","","","","","","","","","","","","","","",".","",".","",".",".",".",".","."
