"TERM : 1244","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2023-2024","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","","","","",""
"AGRONOMY","","Section
#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"132","AGRONOMY","","","","","","","","","","","","","","","","","","","","",""
"132","AGRONOMY","Dept. Total
430","3.841","69.1","8.8","4.2","1.4","0.9","0.2","",".","5.1","",".","6.0","",".","4.0","0.2",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"132","AGRONOMY","","","","","","","","","","","","","","","","","","","","",""
"","Freshmen","4","***","","","","","","","","","","","",".","",".",".",".",".",".","."
