"MEDICINE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","",""
"699","249","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","250","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","251","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","254","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","255","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","262","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","266","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","267","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","269","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","273","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","274","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","275","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","162","3.995","97.5","1.2",".",".",".",".",".",".",".",".",".",".",".",".","1.2","."
"Cell Signals and Human Disease
701","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Endocrinology and Metabolism
720","001","","10","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"CHI Capstone Project
750","010","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"809","090","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"809","091","","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Health Care & Incarceration","Course Total","","13","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"The Body Electric: EP and ECG
880","009","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"902","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"902","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Clin Transl Research Elective","Course Total","","2","***","","","","","","","","","","","","","","","",""
"Ventilator Physiology
905","008","","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"906","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"906","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"906","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"906","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"906","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"906","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"ACE Elderly Consult Elective","Course Total","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"907","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"907","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"907","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"907","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"907","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"907","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"907","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Inpat Endo/Diabetes Consults","Course Total","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"908","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"908","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"My Story","Course Total","","2","***","","","","","","","","","","","","","","","",""
