"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","","",""
"RISK MANAGEMENT AND INSUR Section","","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"241
R M I","","","","","","","","","","","","","","","","","","","",""
"Principles of Risk Management","300","001","174","3.098","32.8","10.3","28.2","12.6","9.2","6.3",".","0.6",".",".",".",".",".",".",".","."
"","365","001","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","365","002","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Contemporary Topics","","Course Total","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Rdg&Rsch-Risk Management","399","159","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Captive Insurance","635","001","8","3.923","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Insurance Accounting","636","001","7","3.357","28.6","28.6","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"Mgt-Insurance Enterprise","640","001","45","3.667","57.8","22.2","17.8",".","2.2",".",".",".",".",".",".",".",".",".",".","."
"Risk Financing Techniques","655","001","25","3.500","44.0","32.0","12.0","4.0","8.0",".",".",".",".",".",".",".",".",".",".","."
"","660","001","40","3.475","50.0","15.0","22.5","5.0","7.5",".",".",".",".",".",".",".",".",".",".","."
"","660","002","55","3.427","45.5","20.0","16.4","10.9","7.3",".",".",".",".",".",".",".",".",".",".","."
"Risk Analytics & Behav Science","","Course Total","95","3.447","47.4","17.9","18.9","8.4","7.4",".",".",".",".",".",".",".",".",".",".","."
"Cyber Risk & Regulations","670","001","39","3.538","41.0","25.6","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Risk Mgt & Tech in Digital Age","705","001","21","3.571","38.1","38.1","23.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Smr-Risk Managemnt&Insuranc","875","001","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","990","014","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","021","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","022","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","068","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","072","1","***","","","","","","","","","",".",".",".",".",".",".","."
"PhD Thesis-Risk&Insurance","","Course Total","7","",".",".",".",".",".",".",".","71.4",".",".",".","28.6",".",".",".","."
