"PHARMACEUTICAL SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"718
PHM SCI","","","","","","","","","","","","","","","","","","","",""
"Tiny Earth Genomics
254","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Drugs and Their Actions
310","001","","200","3.291","36.0","19.5","24.0","11.5","6.0","2.5",".",".",".",".",".",".",".",".","0.5","."
"Selected Topics-Pharm Sci
493","001","","7","4.000","85.7",".",".",".",".",".",".","14.3",".",".",".",".",".",".",".","."
"Pharmacology II
522","001","","113","3.575","54.9","17.7","20.4","3.5","2.7","0.9",".",".",".",".",".",".",".",".",".","."
"Medicinal Chemistry I
531","001","","95","3.069","29.5","13.7","23.2","12.6","16.8","3.2",".",".",".",".",".",".","1.1",".",".","."
"Medicinal Chemistry II
532","001","","95","3.616","52.6","24.2","17.9","4.2","1.1",".",".",".",".",".",".",".",".",".",".","."
"Pharm Calc & Compounding
541","001","","93","3.489","38.7","31.2","24.7","2.2","2.2","1.1",".",".",".",".",".",".",".",".",".","."
"Mol & Cell Principles in Pharm
581","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Toxicology II
626","001","","10","3.750","60.0","30.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Pharmacol & Toxicology Seminar
679","001","","44","3.966","97.7",".",".","2.3",".",".",".",".",".",".",".",".",".",".",".","."
"Senior Thesis
692","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","036","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","037","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","038","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","049","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","053","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","082","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","085","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","098","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","","29","3.978","96.6","3.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"751","001","","29","3.845","82.8","10.3","3.4",".","3.4",".",".",".",".",".",".",".",".",".",".","."
"751","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Introduction to Reg Practice","Course Total","","32","3.844","81.3","12.5","3.1",".","3.1",".",".",".",".",".",".",".",".",".",".","."
"752","001","","8","3.750","75.0","12.5",".","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"752","002","","11","3.909","81.8","18.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"GxP: Working in Reg Environmnt","Course Total","","19","3.842","78.9","15.8",".","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"753","001","","24","3.958","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"753","002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Pharm Economics and Proj","Course Total","","28","3.893","89.3","7.1",".",".","3.6",".",".",".",".",".",".",".",".",".",".","."
"754","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"754","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"LifecycleManagement","Course Total","","9","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Lab and Instrumentation
755","001","","14","3.893","85.7","7.1","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro Data Analyses Drug Dev
756","001","","7","3.857","85.7",".","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Trends in Drug Disc/Dev
759","001","","41","3.817","73.2","17.1","9.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"760","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"760","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Summative Research Internship","Course Total","","4","***","","","","","","","","","","","","","","","",""
