"TERM : 1244","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2023-2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEUROLOGY","","Section
#","Ave","A","AB","","B","","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","","","",""
"676","NEUROL","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"676","NEUROL","Dept. Total
86","4.000","44.2","",".","",".","",".","",".","",".","",".","55.8","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","","B","","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","","","",""
"676","NEUROL","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Sophomore","4","***","","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
