"NURSING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"692
NURSING","","","","","","","","","","","","","","","","","","","",""
"760
Iss&Cncpt-Adv Prac Com Hlth","001","","14","3.750","57.1","35.7","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"790","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Masters Thesis","Course Total","","2","***","","","","","","","","","","","","","","","",""
"798","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"798","018","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"798","024","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"798","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"798","039","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"798","046","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"798","054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"798","062","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"798","068","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research Practicum","Course Total","","19","3.941","78.9","10.5",".",".",".",".",".","10.5",".",".",".",".",".",".",".","."
"799","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","088","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","4","***","","","","","","","","","","","","","","","",""
"800
Nursing Research II","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"860
Cl Rsch:Illns,Treat&Hosplzn","001","","7","3.857","85.7",".","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"862
Cl Rsch:Nursng Care Delivry","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","018","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","054","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","062","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Thesis Research","Course Total","","10","4.000","80.0",".",".",".",".",".",".","20.0",".",".",".",".",".",".",".","."
"991
Smr-Nursing Research","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"999","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","026","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","087","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","","7","4.000","71.4",".",".",".",".",".",".","14.3",".",".",".","14.3",".",".",".","."
