"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","",""
"SURGERY","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"936
SURGERY","","","","","","","","","","","","","","","","","","","",""
"Independent Study","699","090","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Third Year Surgery","812","001","71","3.335","31.0","31.0","18.3","11.3","8.5",".",".",".",".",".",".",".",".",".",".","."
"Cardiothoracic Surg Selectv","821","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Periph Vasculr Surg Selectv","822","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","823","001","20","3.977","95.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","823","201","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Plastic Surgery Selective","","Course Total","21","3.978","95.2","4.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Neurosurgery Selective","824","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Otolaryngology Selective","825","001","8","3.556","25.0","50.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Urology Selective","826","001","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Indep Rdg & Rsch-4th Yr Med","910","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","919","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","919","201","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Individualized 4th Yr Clerk","","Course Total","3","***","","","","","","","","","","","","","","","",""
"Gen Surgery Clerkship-CSC","920","001","6","4.000","66.7",".",".",".",".",".",".",".",".",".",".",".",".",".",".","33.3"
"Gen Surg Clrk/Orange-Meritr","921","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Gen Surg Clrk/Green-Meriter","922","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Gen Surg Clrkshp-St Mary's","923","001","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Gen Surg Clerkship-LaCrosse","924","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Breast Disease","930","001","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Neurosurgery Clerkship-CSC","935","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Adt Orth-Fut Orth Clerk-CSC","939","001","14","4.000","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","50.0"
"Adt Orth-Non-Orth Clerk-CSC","940","001","7","3.833","14.3","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","71.4"
"Adult Orth & Fractures-VAH","941","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Upper Extrem Ortho-Marshfld","944","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Otolaryngology Clerk-CSC","948","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Clin Otolaryng Clerk-LaCros","949","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Periph Vasculr Clrk-CSC/VAH","954","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Plastc&RecnstrSurgClerk-CSC","956","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Plastic Surgery-Marshfield","957","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Emergncy Med Clerk-LaCrosse","959","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Transplantation Clerk-CSC","960","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Burn Surgery Clrkshp (CSC)","961","001","7","3.800","71.4","14.3","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Critical Care Surgery-CSC","962","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Cardiac Surg Clerkship-CSC","963","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Thoracic Surgery Clerk-CSC","964","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Urology Clerkship-CSC","967","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
