"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","",""
"ANESTHESIOLOGY","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"148
ANESTHES","","","","","","","","","","","","","","","","","","","",""
"Third Year Anesthesia","812","001","74","3.743","55.4","37.8","6.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Lab Rsch-Anesthesiology-CSC","910","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Individualized 4th Yr Clerk","919","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Clin Anesthes Clerkship-CSC","920","001","15","3.959","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Clin Anesth Clerk-LaCrosse","921","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"ANESTHES
148","","Dept. Total","92","3.801","62.0","32.6","5.4",".",".",".",".",".",".",".",".",".",".",".",".","."
