"Phy Asst Internl Med Precpt","649
001","15","3.533","26.7","60.0","6.7","6.7",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"","699
003","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","699
007","3","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Independent Study","Course Total","4","***","","","","","","","","","","","","","","","","","","","","","","",""
"PHY ASST
750","Dept. Total","215","3.651","38.6","40.0","14.4","4.2","2.8","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"750
PHY ASST","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","2","3.750","50.0",".","50.0",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","20","3.763","35.0","45.0","15.0","5.0",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","185","3.645","38.9","39.5","14.1","4.3","3.2","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","207","3.651","38.6","39.6","14.5","4.3","2.9","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","8","3.625","37.5","50.0","12.5",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","215","3.651","38.6","40.0","14.4","4.2","2.8","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
