"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","",""
"NEUROLOGY","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"676
NEUROL","","","","","","","","","","","","","","","","","","","",""
"Special Problems-Neurology","699","075","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","812","001","37","3.458","37.8","27.0","18.9","13.5",".",".",".",".",".",".",".",".",".",".",".","2.7"
"","812","002","34","3.544","35.3","44.1","17.6",".","2.9",".",".",".",".",".",".",".",".",".",".","."
"Third Year Neurology","","Course Total","71","3.500","36.6","35.2","18.3","7.0","1.4",".",".",".",".",".",".",".",".",".",".","1.4"
"Clin Neurol Consul Serv-CSC","922","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Clin Neurol-Outpt Clerk-CSC","923","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Neuromusc Disease Clerk-CSC","924","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Clerk Neurology-VAH","927","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Rsch-Neurological Fields","990","015","1","***","","","","","","","","","",".",".",".",".",".",".","."
"NEUROL
676","","Dept. Total","80","3.543","41.3","31.3","17.5","6.3","1.3",".",".",".",".",".",".",".",".",".",".","2.5"
