"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FAMILY MEDICINE","Section","","#","Ave","A","AB","B","","BC","C","","D","","F","","S","","U","","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"370
FAM MED","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Rsch in Fam Med-Wingra FMC","910","001","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Individualized 4th Yr Clerk","919","001","3","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Clrkshp Fam Med&Prac-Madisn","920","001","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Clerk-FamMed&Prac-EauClaire","922","001","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Clerkshp-FamMed&Prac-Wausau","923","001","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Clrk Fam&Commun Med-Hayward","926","001","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Clrkshp:Rurl Hlth-Statewide","927","001","3","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Clin Clerk/Fam Med-St Lukes","930","001","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Correctnl Hlth-State/County","932","001","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Sports Medicine","933","003","4","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Commun Cross Cult Hlth Care","934","001","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Univ Hsp Fam Prac Sub-Intrn","935","001","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"FAM MED
370","","Dept. Total","20","3.782","40.0","30.0","",".",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","30.0"
