"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","",""
"MEDICINE","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","",""
"","699","117","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","155","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","","Course Total","2","***","","","","","","","","","","","","","","","",""
"Prin Int Med-Basic Clrkship","812","001","67","3.333","22.4","23.9","49.3",".","1.5",".",".",".","1.5",".",".",".",".",".",".","1.5"
"Dermatology Selective","821","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Indep Rdg & Rsch-4th Yr Med","910","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Probs in Cl Nutrition-CSC","911","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Therapeut&Cl Pharmacol-VAH","915","002","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Individualized 4th Yr Clerk","919","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Req 4th Yr Med Subintrnshp","920","001","98","3.770","57.1","39.8","3.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ambulat Med Clerk-Stdt Hlth","921","001","9","3.611","55.6","22.2","11.1","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"General Internal Med Clinic","922","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Gen Medicine Subintern-CSC","929","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Geriatric Med-Milwaukee","931","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Allergy&ClinImmun Clerk-CSC","940","001","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Allergy Clerkshp-Marshfield","941","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Cardiol Consult Serv-CSC","943","001","9","3.444","22.2","44.4","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Clin Cardiol Clerkshp-VAH","944","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Dermatology Clerkship-CSC","953","001","15","4.000","93.3",".",".",".",".",".",".",".",".",".",".",".",".",".",".","6.7"
"Dermatology Clerk-Marshfld","954","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Emergency Med Clerkshp-Milw","956","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Emergency Med Clrk-Meriter","957","001","10","3.395","10.0","60.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Emergency Med Clerkshp-CSC","960","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Endocrinology Clerkship-CSC","962","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Gastroenterology Clerk-CSC","965","001","6","3.688","33.3","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","16.7"
"Transfusion Med Clerk-CSC","969","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Infect Disease Clerkshp-CSC","971","001","12","3.591","33.3","41.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","8.3"
"Infect Disease Clerkshp-VAH","972","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Infect Disease Clerk-Milw","974","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Pulmonary Disease Clerk-CSC","981","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Pulmonary Dis Clerk-LaCross","983","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Crit Care-ICU Subintrn-Milw","984","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Critical Care Medicine-CSC","985","001","27","3.692","48.1","37.0","11.1",".",".",".",".",".",".",".",".",".",".",".",".","3.7"
"Critical Care Medicine-VAH","986","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","990","155","2","***","","","","","","","","","",".",".",".",".",".",".","."
