"NURSING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"692
NURSING","","","","","","","","","","","","","","","","","","","",""
"613","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"613","007","","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Preceptrshp-Nurse Practitnr","Course Total","","32","3.885","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"672
Clinicl Educ-Nursing Pract","001","","10","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"681","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","087","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","3","***","","","","","","","","","","","","","","","",""
"682
Senior Honors Thesis","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"698","016","","9","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"698","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study in Nursing","Course Total","","10","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"699","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","030","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","032","","6","3.538","83.3",".",".",".","16.7",".",".",".",".",".",".",".",".",".",".","."
"699","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","063","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study in Nursing","Course Total","","11","3.739","90.9",".",".",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"700
Nursing Research I","001","","15","3.600","26.7","66.7","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"701
Interpretv Rsch-Health Care","002","","30","3.800","63.3","33.3","3.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"713
Family Process,Hlth&Illness","001","","12","3.792","58.3","41.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"715","001","","6","3.583","33.3","50.0","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"715","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"715","003","","8","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"715","004","","6","3.615","66.7","16.7",".",".","16.7",".",".",".",".",".",".",".",".",".",".","."
"Mgt Hlth Probs-Ambul Settng","Course Total","","21","3.730","66.7","23.8","4.8",".","4.8",".",".",".",".",".",".",".",".",".",".","."
"719","031","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"719","034","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"719","042","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"719","054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","087","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Indep Field Stdy-Clinic Nsg","Course Total","","9","3.389","11.1","11.1","22.2",".",".",".",".","55.6",".",".",".",".",".",".",".","."
"721
Adv Med-Surgical Nursing","001","","17","3.941","94.1",".","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"733
Birth&The Postbirth Period","001","","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"739
Nursing Assessment of Dev","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"747","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"747","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"747","052","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"747","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"747","054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"747","074","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Practicum-A Functional Area","Course Total","","6","4.000","83.3",".",".",".",".",".",".","16.7",".",".",".",".",".",".",".","."
"748
Sem in Functional Role Iss","001","","25","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","","Page 353 of 370",""
