"TERM : 0982","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 1997-98","","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","",""
"MEDICINE","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","","","","","",""
"MEDICINE
632","Dept. Total","306","3.569","43.8","32.0","17.3","0.3","0.3","",".","",".","3.3","0.3",".","",".","",".","",".",".",".","2.6"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","","1","4.000","100.0",".",".",".",".","",".","",".",".",".",".","",".","",".","",".",".",".","."
"Undergraduates","","1","4.000","100.0",".",".",".",".","",".","",".",".",".",".","",".","",".","",".",".",".","."
"Special","","8","",".",".",".",".",".","",".","",".","12.5",".",".","",".","",".","",".",".",".","87.5"
"Graduate","","3","4.000","100.0",".",".",".",".","",".","",".",".",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","67","3.337","22.4","25.4","46.3",".","1.5","",".","",".","1.5","1.5",".","",".","",".","",".",".",".","1.5"
"Prof Yr 4","","227","3.705","50.7","35.7","9.7","0.4",".","",".","",".","3.5",".",".","",".","",".","",".",".",".","."
"Professionals","","294","3.566","44.2","33.3","18.0","0.3","0.3","",".","",".","3.1","0.3",".","",".","",".","",".",".",".","0.3"
"","Dept. Total","306","3.569","43.8","32.0","17.3","0.3","0.3","",".","",".","3.3","0.3",".","",".","",".","",".",".",".","2.6"
