"Lab Rsch-Anesthesiology-CSC","910
001","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Individualized 4th Yr Clerk","919
001","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Clin Anesthes Clerkship-CSC","920
001","","15","3.959","93.3","6.7",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Clin Anesth Clerk-LaCrosse","921
001","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"ANESTHES
148","Dept. Total","","92","3.801","62.0","32.6","5.4",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"148
ANESTHES","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Prof Yr 2","","","3","3.833","66.7","33.3",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","65","3.738","53.8","40.0","6.2",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","24","3.907","83.3","12.5","4.2",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","92","3.801","62.0","32.6","5.4",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","92","3.801","62.0","32.6","5.4",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
