"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","",""
"PHYSICIAN ASSISTANT PROGR","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"750
PHY ASST","","","","","","","","","","","","","","","","","","",""
"Thry & Prac-Emergency Care","348
001","30","3.483","20.0","56.7","23.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Clinical Med-Phy Asst I","400
001","29","3.638","48.3","31.0","20.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Pediatrics for Phy Assts I","402
001","37","3.149","13.5","40.5","18.9","16.2","10.8",".",".",".",".",".",".",".",".",".",".","."
"Adv Patnt Eval/Prim Care I","420
001","29","3.414","17.2","58.6","17.2","3.4","3.4",".",".",".",".",".",".",".",".",".",".","."
"Obs & Gyn-Physician Asstnts","430
001","29","3.707","58.6","27.6","10.3","3.4",".",".",".",".",".",".",".",".",".",".",".","."
"Phy Asst Surgery Preceptor","629
001","16","3.656","62.5","18.8","12.5",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"","639
001","22","3.841","68.2","31.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","639
002","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Phy Asst Primry Care Precpt","Course Total","26","3.846","69.2","30.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Phy Asst Internl Med Precpt","649
001","15","3.533","26.7","60.0","6.7","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"","699
003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
007","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","4","***","","","","","","","","","","","","","","","",""
"PHY ASST
750","Dept. Total","215","3.651","38.6","40.0","14.4","4.2","2.8",".",".",".",".",".",".",".",".",".",".","."
