"TERM : 0982","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 1997-98","","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"VET","","","","","","","","","","","","","","","","","","","","","","","",""
"SURGICAL SCIENCES","Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"938
SURG SCI","","","","","","","","","","","","","","","","","","","","","","","",""
"SURG SCI
938","Dept. Total","598","3.373","26.4","10.0","9.7","2.7","2.5","",".","0.2","48.5","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"938
SURG SCI","","","","","","","","","","","","","","","","","","","","","","","",""
"Prof Yr 1","","83","3.633","49.4","30.1","18.1","2.4",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","312","3.160","15.7","11.2","13.8","4.5","4.8","",".",".","50.0","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","203","3.942","33.5",".",".",".",".","",".","0.5","66.0","",".",".","",".","",".","",".",".",".","."
"Professionals","","598","3.373","26.4","10.0","9.7","2.7","2.5","",".","0.2","48.5","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","598","3.373","26.4","10.0","9.7","2.7","2.5","",".","0.2","48.5","",".",".","",".","",".","",".",".",".","."
