"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","",""
"SENIOR MEDICAL PROGRAM","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"882
SR MED","","","","","","","","","","","","","","","","","","","",""
"","812","001","24","3.438","12.5","62.5","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","812","002","25","3.580","16.0","84.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","812","003","24","3.667","37.5","58.3","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"3rd Yr Primary Care Clrkshp","","Course Total","73","3.562","21.9","68.5","9.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Preceptorship-Appleton","851","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Preceptorship-Ashland","852","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Preceptorship-Beaver Dam","853","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Preceptorship-Beloit","854","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Preceptorship-Blk Riv Falls","855","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Preceptorship-Eau Claire","856","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Preceptorship-Green Bay","858","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Preceptorship-Janesville","859","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Preceptorship-LaCrosse","860","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Preceptorship-Madison","861","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Preceptorship-Marshfield","862","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Preceptorship-Milwaukee","863","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Preceptorship-Monroe","864","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Preceptorship-Rhinelander","865","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Preceptorship-Rice Lake","866","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Preceptorship-Shawano","867","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Preceptorship-Sheboygan","868","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Preceptorship-Viroqua","870","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Preceptorship-Wausau","871","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Preceptorship-Woodruff","872","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Preceptor-Prairie du Sac","873","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Preceptorship-McFarland","874","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Preceptorship-Minong","875","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Preceptorship-Verona","876","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Preceptorship-Dodgeville","877","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Extram Elect-Preventive Med","913","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Cl Clrkshp-Area Hlth Ed Ctr","920","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Extramur Elect-Family Med","922","001","6","3.667","33.3","66.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","924","001","10","3.631","30.0","60.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","924","201","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","924","202","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Extramur Elect-Medicine","","Course Total","12","3.610","25.0","66.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Extramur Elect-Neurology","925","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Extramur Elect-Obstet & Gyn","926","001","6","3.700","50.0","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Extramur Elect-Ophthalmolgy","927","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","929","001","8","3.563","37.5","37.5","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","929","201","1","***","","","","","","","","","",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","","Page 349 of 373",""
