"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","",""
"FAMILY MEDICINE","Section","","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"370
FAM MED","","","","","","","","","","","","","","","","","","","","","","","","",""
"Intro Prim Care-Devlp Cntry","911","001","4","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Individualized 4th Yr Clerk","919","001","4","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Clrkshp Fam Med&Prac-Madisn","920","001","3","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Clrkshp:Rurl Hlth-Statewide","927","001","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Clin Clerk/Fam Med-St Lukes","930","001","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Cl Mgmt-Addictv Disordr-Mad","931","001","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Sports Medicine","933","001","3","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Univ Hsp Fam Prac Sub-Intrn","935","001","3","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"FAM MED
370","","Dept. Total","22","3.769","59.1","36.4","4.5",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
