"Inpt-Outpt Clerk-Marshfield","922
001","","3","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Reproduct Med Clerkshp-CSC","924
001","","3","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"High Risk Obst Clrk-Meriter","925
001","","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"ObGyn Inpatnt Clrk-LaCrosse","927
001","","4","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"OBS&GYN
436","Dept. Total","","83","3.426","24.1","47.0","22.9","1.2","",".","",".","1.2","",".","",".",".","",".","",".","",".",".","1.2","2.4"
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"436
OBS&GYN","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Special","","","1","4.000","100.0",".",".",".","",".","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","","1","2.500",".",".",".","100.0","",".","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","60","3.439","13.3","56.7","25.0",".","",".","",".",".","",".","",".",".","",".","",".","",".",".","1.7","3.3"
"Prof Yr 4","","","21","3.414","52.4","23.8","19.0",".","",".","",".","4.8","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","82","3.421","23.2","47.6","23.2","1.2","",".","",".","1.2","",".","",".",".","",".","",".","",".",".","1.2","2.4"
"","Dept. Total","","83","3.426","24.1","47.0","22.9","1.2","",".","",".","1.2","",".","",".",".","",".","",".","",".",".","1.2","2.4"
