"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","",""
"SURGERY","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"936
SURGERY","","","","","","","","","","","","","","","","","","","",""
"","812","001","29","3.237","24.1","34.5","27.6","6.9","3.4",".","3.4",".",".",".",".",".",".",".",".","."
"","812","002","24","3.396","33.3","33.3","16.7","12.5","4.2",".",".",".",".",".",".",".",".",".",".","."
"","812","003","24","3.396","29.2","37.5","25.0",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"Third Year Surgery","","Course Total","77","3.337","28.6","35.1","23.4","6.5","5.2",".","1.3",".",".",".",".",".",".",".",".","."
"Cardiothoracic Surg Selectv","821","001","7","3.429","14.3","57.1","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Periph Vasculr Surg Selectv","822","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Plastic Surgery Selective","823","001","26","3.692","38.5","61.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Neurosurgery Selective","824","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Otolaryngology Selective","825","001","9","3.389","11.1","55.6","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Urology Selective","826","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Indep Rdg & Rsch-4th Yr Med","910","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","919","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","919","201","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Individualized 4th Yr Clerk","","Course Total","6","3.889","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Gen Surgery Clerkship-CSC","920","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Gen Surg Clrk/Orange-Meritr","921","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Gen Surg Clrk/Green-Meriter","922","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Gen Surg Clrkshp-St Mary's","923","001","7","3.962","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Gen Surg Clerkship-LaCrosse","924","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Gen Surg Clerk-Marshfield","925","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Adt Orth-Fut Orth Clerk-CSC","939","001","15","3.667","40.0","40.0","13.3",".",".",".",".","6.7",".",".",".",".",".",".",".","."
"Adult Orth & Fractures-VAH","941","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Childrens Orth Clerk-CSC","942","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Upper Extrem Ortho-Marshfld","944","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Sports Med Clerk-CSC","945","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Otolaryngology Clerk-CSC","948","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Periph Vasculr Clrk-CSC/VAH","954","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Plastc&RecnstrSurgClerk-CSC","956","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Plastic Surgery-Marshfield","957","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Emergncy Med Clerk-LaCrosse","959","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Transplantation Clerk-CSC","960","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Burn Surgery Clrkshp (CSC)","961","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Cardiac Surg Clerkship-CSC","963","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Thoracic Surgery Clerk-CSC","964","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Urology Clerkship-CSC","967","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
