"NURSING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"692
NURSING","","","","","","","","","","","","","","","","","","","",""
"719","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","045","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"719","047","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","055","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","056","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"719","087","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","088","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","090","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Indep Field Stdy-Clinic Nsg","Course Total","","17","3.944","52.9","5.9","5.9",".",".",".",".","35.3",".",".",".",".",".",".",".","."
"721
Adv Med-Surgical Nursing","001","","14","3.679","50.0","35.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"733
Birth&The Postbirth Period","001","","9","3.778","66.7","22.2","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"739
Nursing Assessment of Dev","001","","8","3.625","25.0","75.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"745
Prev Hlth Care-Childn&Adol","001","","12","3.792","58.3","41.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"746
Intrdis Care-Chron Ill Chld","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"747","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"747","028","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"747","052","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Practicum-A Functional Area","Course Total","","4","***","","","","","","","","","","","","","","","",""
"748
Sem in Functional Role Iss","001","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"760
Iss&Cncpt-Adv Prac Com Hlth","001","","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"798","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"798","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"798","011","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"798","018","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"798","040","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"798","046","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"798","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"798","065","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"798","088","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research Practicum","Course Total","","17","3.900","70.6","17.6",".",".",".",".",".","11.8",".",".",".",".",".",".",".","."
"799","011","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","056","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","086","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","087","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","088","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","8","3.875","87.5",".","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"860
Cl Rsch:Illns,Treat&Hosplzn","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"862
Cl Rsch:Nursng Care Delivry","001","","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","018","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","026","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","040","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","","Page 356 of 373",""
