"Clin Neurol-Outpt Clerk-CSC","923
001","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Neuromusc Disease Clerk-CSC","924
001","","2","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Adv Clerk Neurology-VAH","927
001","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Rsch-Neurological Fields","990
015","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"NEUROL
676","Dept. Total","","76","3.478","26.3","44.7","25.0","2.6","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","1.3"
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"676
NEUROL","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Special","","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","57","3.491","21.1","56.1","19.3","1.8","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","1.8"
"Prof Yr 4","","","17","3.337","35.3","11.8","47.1","5.9","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","74","3.456","24.3","45.9","25.7","2.7","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","1.4"
"","Dept. Total","","76","3.478","26.3","44.7","25.0","2.6","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","1.3"
