"Individualized 4th Yr Clerk","919
001","","1","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Diagnostic Radiol Clerk-CSC","920
001","","35","3.989","97.1","2.9","",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Clin Nuclr Med Clerk-CSC/VA","923
001","","1","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Gen Radiol Clerk-St Lukes","924
001","","4","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"RADIOL
832","Dept. Total","","66","3.914","81.8","18.2","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"832
RADIOL","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Special","","","6","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","25","3.820","64.0","36.0","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","35","3.943","91.4","8.6","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","60","3.899","80.0","20.0","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","66","3.914","81.8","18.2","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
