"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"LAW","","","","","","","","","","","","","","","","","","","","","",""
"LAW","Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","","","","",""
"990","061","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","074","3","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","076","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","081","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","083","2","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","084","2","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","092","4","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"Directed Research","Course Total","76","3.900","25.0","7.9","2.6",".","",".","",".","",".","64.5",".",".",".",".",".",".",".","."
"991","002","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"991","003","2","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"991","009","2","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"991","043","2","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"991","044","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"991","047","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"991","062","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"991","083","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"991","084","2","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"Directed Reading","Course Total","13","3.833","7.7","7.7",".",".","",".","",".","",".","84.6",".",".",".",".",".",".",".","."
