"TERM : 0972","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 1996-97","","","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","",""
"POPULATION HEALTH SCIENCE Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"810
POP HLTH","","","","","","","","","","","","","","","","","","","","","","","","",""
"POP HLTH
Dept. Total
810","337","3.763","65.0","20.2","12.5",".","",".","",".","",".","2.4","",".",".","",".","",".","",".",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"810
POP HLTH","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","1","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","3","3.500","33.3","33.3","33.3",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","12","3.603","33.3","50.0","16.7",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","16","3.610","37.5","43.8","18.8",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Special","17","3.524","35.3","29.4","29.4",".","",".","",".","",".","5.9","",".",".","",".","",".","",".",".",".","."
"Graduate","298","3.785","67.8","18.8","11.1",".","",".","",".","",".","2.3","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","6","3.875","83.3",".","16.7",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","6","3.875","83.3",".","16.7",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Dept. Total","337","3.763","65.0","20.2","12.5",".","",".","",".","",".","2.4","",".",".","",".","",".","",".",".",".","."
