"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"PHM","","","","","","","","","","","","","","","","","","","",""
"PHARMACY PRACTICE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"728
PHM PRAC","","","","","","","","","","","","","","","","","","","",""
"Intrdis Care-Chron Ill Chld","746
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Cl Phmkintcs&Biophmceut","750
001","","16","3.125","18.8","18.8","31.3","31.3",".",".",".",".",".",".",".",".",".",".",".","."
"","760
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","760
002","","6","3.583","66.7","16.7",".",".","16.7",".",".",".",".",".",".",".",".",".",".","."
"","760
003","","7","3.857","85.7",".","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","760
004","","8","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Pharmacy Specialty Clrk","Course Total","","26","3.827","80.8","11.5","3.8",".","3.8",".",".",".",".",".",".",".",".",".",".","."
"","761
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","761
002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","761
003","","7","3.846","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","761
004","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","761
201","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","761
202","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Ambltry Phmct Care Clrk","Course Total","","18","3.939","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","771
001","","27","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","771
002","","11","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Conf Rsch Wrkrs-Clin Pharm","Course Total","","38","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Conf:Rsch Workers Hosp Phm","961
001","","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Independent Study","999
027","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"PHM PRAC
728","Dept. Total","","402","3.619","47.8","26.1","11.4","3.5","1.5",".",".",".",".","9.5",".","0.2",".",".",".","."
