"","812
002","","30","3.810","66.7","23.3","6.7",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","3.3"
"Third Year Anesthesia","Course Total","","62","3.811","67.7","24.2","6.5",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","1.6"
"Clin Anesthes Clerkship-CSC","920
001","","5","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Clin Anesth Clerk-LaCrosse","921
001","","2","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"ANESTHES
148","Dept. Total","","69","3.842","71.0","21.7","5.8",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","1.4"
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"148
ANESTHES","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Prof Yr 2","","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","54","3.830","70.4","22.2","5.6",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","1.9"
"Prof Yr 4","","","14","3.868","71.4","21.4","7.1",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","69","3.842","71.0","21.7","5.8",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","1.4"
"","Dept. Total","","69","3.842","71.0","21.7","5.8",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","1.4"
