"TERM : 0972","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 1996-97","","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"VET","","","","","","","","","","","","","","","","","","","","","","","",""
"MEDICAL SCIENCES - VET MED","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"623
MED SC-V","","","","","","","","","","","","","","","","","","","","","","","",""
"MED SC-V
623","Dept. Total","621","3.242","28.2","5.6","14.0","1.0","3.9","0.3","",".","47.0","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"623
MED SC-V","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","1","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","1","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 1","","26","",".",".",".",".",".",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","8","3.417","12.5","12.5","12.5",".",".",".","",".","62.5","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","324","3.099","27.5","10.5","26.5","1.9","7.4","0.3","",".","25.9","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","343","3.962","24.5",".",".",".",".","0.3","",".","75.2","",".",".","",".","",".","",".",".",".","."
"Professionals","","701","3.241","24.8","5.0","12.4","0.9","3.4","0.3","",".","53.2","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","702","3.242","24.9","5.0","12.4","0.9","3.4","0.3","",".","53.1","",".",".","",".","",".","",".",".",".","."
