"PHM","","","","","","","","","","","","","","","","","","","","",""
"PHARMACEUTICAL SCIENCES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"718
PHM SCI","","","","","","","","","","","","","","","","","","","","",""
"PHM SCI
718","Dept. Total","1119","3.031","32.4","11.5","23.0","16.1","14.3","1.5","0.1","0.4","0.1",".","",".","0.5","",".",".","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"718
PHM SCI","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","210","2.783","14.8","13.3","18.1","30.5","21.9","1.4",".",".",".",".","",".",".","",".",".",".","."
"Sophomore","","504","2.948","29.2","11.5","26.2","16.3","14.7","2.0","0.2",".",".",".","",".",".","",".",".",".","."
"Junior","","122","3.221","34.4","15.6","27.9","9.8","10.7","1.6",".",".",".",".","",".",".","",".",".",".","."
"Senior","","175","3.138","37.7","8.6","25.7","12.6","14.3","1.1",".",".",".",".","",".",".","",".",".",".","."
"Undergraduates","","1011","2.974","28.3","11.9","24.6","17.8","15.6","1.7","0.1",".",".",".","",".",".","",".",".",".","."
"Special","","4","4.000","50.0",".",".",".",".",".",".","25.0",".",".","",".",".","",".",".","25.0","."
"Graduate","","103","3.761","70.9","8.7","7.8",".","1.9",".",".","2.9","1.0",".","",".","5.8","",".",".","1.0","."
"Prof Yr 1","","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".","",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".","",".",".",".","."
"","Dept. Total","1119","3.031","32.4","11.5","23.0","16.1","14.3","1.5","0.1","0.4","0.1",".","",".","0.5","",".",".","0.2","."
