"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","",""
"PSYCHIATRY","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"814
PSYCHIAT","","","","","","","","","","","","","","","","","","","",""
"Independent Study","699","039","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","812","001","37","3.722","48.6","43.2","5.4",".",".",".",".",".",".",".",".",".",".",".","2.7","."
"","812","002","33","3.703","42.4","51.5","3.0",".",".",".",".",".",".",".",".",".",".",".",".","3.0"
"Third Year Psychiatry","","Course Total","70","3.713","45.7","47.1","4.3",".",".",".",".",".",".",".",".",".",".",".","1.4","1.4"
"PsychophmcRsch&Prac-CSC/VAH","911","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Individualized 4th Yr Clerk","919","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Behav Med Clerk-LaCrosse","921","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"PsychCons&OutptClerk-CSC/VA","922","001","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Child Psych Clerk-Mendota","924","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Community Psy Clerk-CSC/MHC","925","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Psychiat&Behav Med-Mlwaukee","927","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"PSYCHIAT
814","","Dept. Total","88","3.743","51.1","42.0","4.5",".",".",".",".",".",".",".",".",".",".",".","1.1","1.1"
