"","820
001","","8","3.813","62.5","37.5",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"","820
002","","5","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Rehab Med Selective","Course Total","","13","3.769","61.5","30.8","7.7",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Rehabilitatn Med Clerk-CSC","920
001","","3","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"RHAB MED
840","Dept. Total","","16","3.838","68.8","25.0","6.3",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"840
RHAB MED","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Prof Yr 2","","","1","3.500",".","100.0",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","13","3.815","69.2","23.1","7.7",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","2","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","16","3.838","68.8","25.0","6.3",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","16","3.838","68.8","25.0","6.3",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
