"SOCIAL WORK","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"896
SOC WORK","","","","","","","","","","","","","","","","","","","",""
"721
Methods-Planning Analysis","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"742
Assess&Treat Chld&Adolescnt","001","","23","3.739","52.2","43.5","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"746
Intrdis Care-Chron Ill Chld","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"800","004","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"800","005","","10","3.884","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"800","008","","10","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"800","009","","14","3.710","64.3","14.3","21.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"800","010","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"800","013","","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"800","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"800","018","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"800","027","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"800","037","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"800","039","","7","3.919","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"800","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"800","050","","9","3.891","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"800","055","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"800","070","","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"800","072","","20","3.850","70.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Field Prac/Integrat Smr III","Course Total","","105","3.888","81.0","16.2","2.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"801","009","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"801","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"801","050","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"801","070","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"801","072","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Field Pract/Integrat Smr IV","Course Total","","6","3.821","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"842
Consultatn&Suprvsn-Soc Work","001","","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"845
Case Management","001","","29","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"860
Recent Developmnts-Soc Work","001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"866
Recent Developmnts-Soc Work","001","","9","3.813","55.6","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","11.1"
"869
Recent Developmnts-Soc Work","001","","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"873
Spec Iss-Health Care Settng","001","","19","3.789","68.4","21.1","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"921
Child Welfare","001","","30","3.950","93.3","3.3","3.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"923
Family Violence","001","","23","3.636","47.8","30.4","13.0","4.3",".",".",".","4.3",".",".",".",".",".",".",".","."
"928
Social Work and Alcoholism","001","","20","3.675","50.0","40.0","5.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"935
Com Mental Health Services","001","","13","3.808","69.2","23.1","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"950
PhD Proseminar","001","","12","3.292","41.7","25.0","25.0",".",".",".","8.3",".",".",".",".",".",".",".",".","."
"990","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","","Page 283 of 373",""
