"TERM : 0972","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar"
"Fall 1996-97","","","","","","","","","","","","","","","","Institutional Reporting"
"","","","","University of Wisconsin - Madison","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","",""
"AFRO-AMERICAN STUDIES","Section
#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"106
AFROAMER","","","","","","","","","","","","","","","",""
"AFROAMER
106","862
Dept. Total","3.157","25.6","24.7","24.8","10.9","8.1","1.9","1.6","1.4",".",".",".","0.2","",".  
0.2
0.1
0.3"
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"106
AFROAMER","","","","","","","","","","","","","","","",""
"","1","",".",".",".",".",".",".",".",".",".",".",".",".","",".  
100.0
.  
."
