"TERM : 1092","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2008-2009","","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","",""
"PHARMACOLOGY","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"724
PHMCOL-M","","","","","","","","","","","","","","","","","","","","","","","",""
"PHMCOL-M
724","Dept. Total","100","3.592","52.0","5.0","7.0","2.0","1.0","",".","",".","23.0","",".",".","",".","10.0","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"724
PHMCOL-M","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","1","2.500",".",".",".","100.0",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","4","3.625","75.0",".","25.0",".",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","4","3.269","50.0","25.0",".",".","25.0","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","9","3.326","55.6","11.1","11.1","11.1","11.1","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","78","3.624","51.3","3.8","7.7","1.3",".","",".","",".","24.4","",".",".","",".","11.5","",".",".",".","."
"Prof Yr 1","","1","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Prof Yr 3","","10","3.833","50.0","10.0",".",".",".","",".","",".","40.0","",".",".","",".",".","",".",".",".","."
"Prof Yr 4","","2","4.000","50.0",".",".",".",".","",".","",".",".","",".",".","",".","50.0","",".",".",".","."
"Professionals","","13","3.875","53.8","7.7",".",".",".","",".","",".","30.8","",".",".","",".","7.7","",".",".",".","."
"","Dept. Total","100","3.592","52.0","5.0","7.0","2.0","1.0","",".","",".","23.0","",".",".","",".","10.0","",".",".",".","."
