"PHARMACY PRACTICE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"728
PHM PRAC","","","","","","","","","","","","","","","","","","","",""
"440
Therpeutcs-PAs&Adv Prac Nur,I","001","","33","3.333","21.2","48.5","15.2","12.1",".","3.0",".",".",".",".",".",".",".",".",".","."
"470
Computr Applic Phmcy Pract","001","","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"490","001","","135","3.746","74.8","8.1","13.3","0.7","0.7","0.7","0.7",".",".",".",".",".",".",".",".","0.7"
"490","004","","10","3.850","80.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"490","009","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Select Topics-Pharmacy Prac","Course Total","","150","3.774","76.0","8.0","12.7","0.7","0.7","0.7","0.7",".",".",".",".",".",".",".",".","0.7"
"550
Fluid & Electrolyte Therapy","001","","62","3.774","69.4","21.0","6.5","1.6","1.6",".",".",".",".",".",".",".",".",".",".","."
"555
Pharmacotherapy I","001","","131","3.309","15.3","46.6","26.0","10.7","0.8","0.8",".",".",".",".",".",".",".",".",".","."
"612
Radiopharmaceuticals","001","","9","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"655
Pharmacotherapy III","001","","121","3.240","9.1","43.8","33.9","12.4","0.8",".",".",".",".",".",".",".",".",".",".","."
"664","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"664","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Vet Pharmacy Clerkship","Course Total","","4","***","","","","","","","","","","","","","","","",""
"670
Veterinary Therapeutics","001","","45","3.897","84.4","8.9","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","005","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","008","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","025","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","044","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","057","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","072","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","076","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","079","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","085","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","086","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","","28","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"740","003","","25","3.880","80.0","16.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"740","004","","21","3.905","81.0","19.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Acute Pharmaceut Care Clerkshp","Course Total","","46","3.891","80.4","17.4","2.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"741","003","","22","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"741","004","","21","3.857","76.2","19.0","4.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ambulatry Phmceut Care Clrk","Course Total","","43","3.907","83.7","14.0","2.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"746
Intrdis Care-Chld/Chron Illnss","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"760","003","","69","3.739","66.7","20.3","10.1",".","2.9",".",".",".",".",".",".",".",".",".",".","."
"760","004","","77","3.805","72.7","16.9","9.1","1.3",".",".",".",".",".",".",".",".",".",".",".","."
"760","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"760","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"760","033","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"760","103","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"760","104","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Phmceut Care Specialty Clrkshp","Course Total","","151","3.777","70.2","18.5","9.3","0.7","1.3",".",".",".",".",".",".",".",".",".",".","."
"961
Conf:Rsch Workers Hosp Phm","001","","9","3.500","33.3","33.3","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"999
Advanced Independent Study","028","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
