"TERM : 1092","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2008-2009","","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","",""
"MEDICAL PHYSICS","Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"621
MED PHYS","","","","","","","","","","","","","","","","","","","","","","","",""
"MED PHYS
621","Dept. Total","284","3.632","39.8","21.5","13.7","0.4","",".","",".","",".","17.3","",".",".","",".","7.0","0.4",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"621
MED PHYS","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","2","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Senior","","16","3.391","25.0","37.5","31.3","6.3","",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","18","3.440","33.3","33.3","27.8","5.6","",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Special","","1","",".",".",".",".","",".","",".","",".","100.0","",".",".","",".",".",".",".",".","."
"Graduate","","260","3.645","39.6","21.2","13.1",".","",".","",".","",".","18.5","",".",".","",".","7.3","0.4",".",".","."
"Prof Yr 2","","1","",".",".",".",".","",".","",".","",".",".","",".",".","",".","100.0",".",".",".","."
"Prof Yr 3","","4","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","5","4.000","80.0",".",".",".","",".","",".","",".",".","",".",".","",".","20.0",".",".",".","."
"","Dept. Total","284","3.632","39.8","21.5","13.7","0.4","",".","",".","",".","17.3","",".",".","",".","7.0","0.4",".",".","."
