"TERM : 1092","","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2008-2009","","","","","","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FAMILY MEDICINE","Section","#","","Ave","A","AB","B","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"370
FAM MED","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FAM MED
370","Dept. Total","","71","3.978","56.3","1.4","1.4","",".","",".","",".","",".","40.8","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"370
FAM MED","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","1","4.000","100.0",".",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","2","4.000","100.0",".",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","3","4.000","100.0",".",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","6","4.000","100.0",".",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 1","","","11","",".",".",".","",".","",".","",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","","21","4.000","14.3",".",".","",".","",".","",".","",".","85.7","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","5","4.000","100.0",".",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","28","3.972","92.9","3.6","3.6","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","65","3.976","52.3","1.5","1.5","",".","",".","",".","",".","44.6","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","71","3.978","56.3","1.4","1.4","",".","",".","",".","",".","40.8","",".",".","",".","",".","",".",".",".","."
