"","925
042","2","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","925
043","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Community Psy Clerk-CSC/MHC","Course Total","5","***","","","","","","","","","","","","","","","","","","","","","","","",""
"Child Psych Clerk-CSC","946
041","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"PSYCHIAT
814","Dept. Total","102","3.453","27.5","43.1","25.5","3.9","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"814
PSYCHIAT","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","3","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","4","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","7","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 1","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","74","3.338","8.1","56.8","29.7","5.4","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","20","3.744","70.0","10.0","20.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","95","3.429","22.1","46.3","27.4","4.2","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","102","3.453","27.5","43.1","25.5","3.9","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
