"TERM : 1092","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar"
"Fall 2008-2009","","","","","","","","","","","","","","","","Institutional Reporting"
"","","","","University of Wisconsin - Madison","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","",""
"REHABILITATION MEDICINE","Section
#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"840
RHAB MED","","","","","","","","","","","","","","","",""
"","920
008
1","***","","","","","","","","","",".",".",".",".",".   
.   
."
"","920
009
1","***","","","","","","","","","",".",".",".",".",".   
.   
."
"","920
041
1","***","","","","","","","","","",".",".",".",".",".   
.   
."
"Rehabilitatn Med Clerk-CSC","Course Total
3","***","","","","","","","","","","","","","",""
"RHAB MED
840","3
Dept. Total","3.625","33.3","33.3","33.3",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"840
RHAB MED","","","","","","","","","","","","","","","",""
"Prof Yr 3","3","3.625","33.3","33.3","33.3",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"Professionals","3","3.625","33.3","33.3","33.3",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"","Dept. Total
3","3.625","33.3","33.3","33.3",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"November 30, 2010","","","","","","","","","","","","","","","","Page 376 of 407"
"* Please note: This report does not combine crosslisted courses","","","","","","","","","","","","","","","",""
"*** Please note: In order to protect student privacy, grade distributions for classes or class sections with fewer than five students have been redacted.","","","","","","","","","","","","","","","",""
