"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"PHM","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHARMACEUTICAL SCIENCES","Section","#","Ave","A","AB","","B","","BC","C","","D","","F","","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"718
PHM SCI","","","","","","","","","","","","","","","","","","","","","","","","",""
"990","082","3","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","083","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","40","",".","",".","",".",".","",".","",".","",".","97.5","",".",".",".",".",".",".","2.5","."
"999","016","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","049","3","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","061","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","077","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","7","4.000","100.0","",".","",".",".","",".","",".","",".",".","",".",".",".",".",".",".",".","."
